OBJECTID,COLDETKEY,ST_PARTCPNT_TYPE_DESC,ST_POSTEDSPD,ST_RDSURF_DESC,ST_TRAFCONTRL_DESC,ST_VEH_ACT_DESC,ST_VEH_CND_DESC,ST_VEH_TYPE_DESC,Incident Date,Report Number,x,y
2120556,383656,Vehicle,25,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,Passenger Car,5/31/2025,3931526,-122.3022463,47.59858639
2120558,383656,Vehicle,25,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",5/31/2025,3931526,-122.3022463,47.59858639
2120563,381379,Vehicle,,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",3/4/2025,3930252,-122.358322,47.6531155
2120564,383976,Vehicle,25,Concrete,No Traffic Control,Changing Lanes,No Defects,Not Stated,5/23/2025,EF96990,-122.2807751,47.52992285
2120565,381379,Vehicle,,,,"Legally Parked, Unoccupied",,Passenger Car,3/4/2025,3930252,-122.358322,47.6531155
2120566,383976,Vehicle,25,Concrete,No Traffic Control,Going Straight Ahead,No Defects,Passenger Car,5/23/2025,EF96990,-122.2807751,47.52992285
2120567,381379,Vehicle,,,,"Legally Parked, Unoccupied",,"Pickup, Panel Truck or Vannette Under 10,000 lbs",3/4/2025,3930252,-122.358322,47.6531155
2120572,384368,Vehicle,25,Concrete,Signals,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",7/2/2025,EG08253,-122.3468078,47.66207464
2120573,384722,Vehicle,25,Concrete,No Traffic Control,Going Straight Ahead,No Defects,Not Stated,7/25/2025,3937190,-122.3088654,47.61469133
2120574,384368,Vehicle,25,Concrete,Signals,Stopped at Signal or Stop Sign,No Defects,"Truck (Flatbed, Van, etc)",7/2/2025,EG08253,-122.3468078,47.66207464
2120575,384722,Vehicle,25,Concrete,No Traffic Control,"Legally Parked, Unoccupied",No Defects,Passenger Car,7/25/2025,3937190,-122.3088654,47.61469133
2120576,384396,Vehicle,25,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,Passenger Car,6/28/2025,EG07805,-122.2656404,47.51984326
2120578,384396,Vehicle,,Blacktop,No Traffic Control,Merging (Entering Traffic),No Defects,Passenger Car,6/28/2025,EG07805,-122.2656404,47.51984326
2120580,384396,Vehicle,,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,Passenger Car,6/28/2025,EG07805,-122.2656404,47.51984326
2120582,384396,Vehicle,,,,"Legally Parked, Unoccupied",,"Pickup, Panel Truck or Vannette Under 10,000 lbs",6/28/2025,EG07805,-122.2656404,47.51984326
2120584,384435,Vehicle,,Concrete,No Traffic Control,Changing Lanes,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",6/4/2025,EF98394,-122.3024654,47.66125844
2120586,384435,Vehicle,,Concrete,No Traffic Control,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",6/4/2025,EF98394,-122.3024654,47.66125844
2120590,382458,Vehicle,,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",4/19/2025,EF84377,-122.3915753,47.67450384
2120592,382458,Vehicle,,,,"Legally Parked, Unoccupied",,"Pickup, Panel Truck or Vannette Under 10,000 lbs",4/19/2025,EF84377,-122.3915753,47.67450384
2120593,383248,Vehicle,,Unknown,No Traffic Control,Going Straight Ahead,No Defects,Passenger Car,5/13/2025,EF91051,-122.3014592,47.61080513
2120594,382458,Vehicle,,,,"Legally Parked, Unoccupied",,Passenger Car,4/19/2025,EF84377,-122.3915753,47.67450384
2120595,383248,Vehicle,,,,"Legally Parked, Unoccupied",,"Pickup, Panel Truck or Vannette Under 10,000 lbs",5/13/2025,EF91051,-122.3014592,47.61080513
2120596,384123,Vehicle,,Blacktop,Signals,Going Straight Ahead,No Defects,Motorcycle,6/21/2025,3936921,-122.3207427,47.66132469
2120597,384082,Vehicle,25,Blacktop,No Traffic Control,Going Straight Ahead,,Passenger Car,6/30/2025,3927999,-122.405235,47.58035308
2120598,384123,Vehicle,,Blacktop,Signals,Making Left Turn,No Defects,Passenger Car,6/21/2025,3936921,-122.3207427,47.66132469
2120599,384082,Vehicle,25,Blacktop,No Traffic Control,"Legally Parked, Unoccupied",No Defects,Passenger Car,6/30/2025,3927999,-122.405235,47.58035308
2120600,381585,Vehicle,25,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,Passenger Car,3/16/2025,3930965,-122.2603883,47.50611972
2120602,381585,Vehicle,25,Blacktop,No Traffic Control,"Legally Parked, Unoccupied",No Defects,Passenger Car,3/16/2025,3930965,-122.2603883,47.50611972
2120604,382123,Vehicle,25,Concrete,No Traffic Control,Going Straight Ahead,Defective Brakes,"Pickup, Panel Truck or Vannette Under 10,000 lbs",3/24/2025,EF77938,-122.3548855,47.64849012
2120605,385252,Vehicle,35,Concrete,No Traffic Control,Changing Lanes,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",7/25/2025,3834404,-122.3337461,47.59031802
2120606,382123,Vehicle,,Concrete,No Traffic Control,Stopped for Traffic,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",3/24/2025,EF77938,-122.3548855,47.64849012
2120607,385252,Vehicle,35,Concrete,No Traffic Control,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",7/25/2025,3834404,-122.3337461,47.59031802
2120608,382123,Vehicle,,Concrete,No Traffic Control,Stopped for Traffic,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",3/24/2025,EF77938,-122.3548855,47.64849012
2120609,385252,Vehicle,35,Concrete,No Traffic Control,"Legally Parked, Occupied",No Defects,Passenger Car,7/25/2025,3834404,-122.3337461,47.59031802
2120610,382123,Vehicle,,Concrete,No Traffic Control,Stopped for Traffic,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",3/24/2025,EF77938,-122.3548855,47.64849012
2120611,383713,Vehicle,25,Concrete,No Traffic Control,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",5/4/2025,3924421,-122.2991745,47.57967914
2120613,383713,Vehicle,25,Concrete,No Traffic Control,Stopped for Traffic,No Defects,Passenger Car,5/4/2025,3924421,-122.2991745,47.57967914
2120620,384392,Vehicle,25,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",7/7/2025,EG07816,-122.3084451,47.57251321
2120621,384392,Vehicle,,,,"Legally Parked, Unoccupied",,"Pickup, Panel Truck or Vannette Under 10,000 lbs",7/7/2025,EG07816,-122.3084451,47.57251321
2120623,384392,Vehicle,,,,"Illegally Parked, Unoccupied",,Passenger Car,7/7/2025,EG07816,-122.3084451,47.57251321
2120625,385226,Vehicle,25,Blacktop,Signals,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",3/14/2025,EF94012,-122.3275553,47.58618115
2120627,385226,Vehicle,25,Blacktop,Signals,Starting in Traffic Lane,No Defects,Bus or Motor Stage,3/14/2025,EF94012,-122.3275553,47.58618115
2120636,384462,Vehicle,20,Blacktop,Stop Sign,Going Straight Ahead,No Defects,Passenger Car,6/5/2025,EF98809,-122.3582658,47.63960204
2120637,383546,Vehicle,,Blacktop,Signals,Going Straight Ahead,No Defects,Passenger Car,1/5/2025,EF53881,-122.2699991,47.52705025
2120638,383546,Vehicle,,Blacktop,Signals,Stopped at Signal or Stop Sign,No Defects,Passenger Car,1/5/2025,EF53881,-122.2699991,47.52705025
2120639,384462,Vehicle,25,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,Passenger Car,6/5/2025,EF98809,-122.3582658,47.63960204
2120649,380639,Vehicle,,Blacktop,,Going Straight Ahead,,Passenger Car,1/6/2025,3930352,-122.3440285,47.70505599
2120651,380626,Vehicle,,,Signals,Going Straight Ahead,No Defects,Passenger Car,1/14/2025,3930924,-122.2701695,47.53644955
2120652,384193,Vehicle,,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",6/10/2025,EG03393,-122.3659796,47.65198815
2120653,384193,Vehicle,,,,"Legally Parked, Unoccupied",,"Pickup, Panel Truck or Vannette Under 10,000 lbs",6/10/2025,EG03393,-122.3659796,47.65198815
2120654,384193,Vehicle,,,,"Legally Parked, Unoccupied",,Passenger Car,6/10/2025,EG03393,-122.3659796,47.65198815
2120655,380626,Vehicle,,,Signals,Stopped for Traffic,No Defects,Passenger Car,1/14/2025,3930924,-122.2701695,47.53644955
2120656,384116,Vehicle,20,Blacktop,Stop Sign,Going Straight Ahead,No Defects,Passenger Car,6/26/2025,3930046,-122.3607207,47.69785752
2120657,384116,Vehicle,25,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",6/26/2025,3930046,-122.3607207,47.69785752
2120659,385380,Vehicle,30,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,Passenger Car,3/1/2025,3931630,-122.2712618,47.54025538
2120660,384403,Vehicle,30,Concrete,No Traffic Control,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",7/8/2025,EG08184,-122.3360439,47.6111806
2120662,380630,Vehicle,20,Concrete,Signals,Going Straight Ahead,No Defects,Passenger Car,1/19/2025,3924401,-122.3342029,47.59921051
2120663,384403,Vehicle,30,Concrete,No Traffic Control,Going Straight Ahead,No Defects,Passenger Car,7/8/2025,EG08184,-122.3360439,47.6111806
2120664,380630,Vehicle,20,Concrete,Signals,Going Straight Ahead,No Defects,Passenger Car,1/19/2025,3924401,-122.3342029,47.59921051
2120666,381310,Vehicle,25,Blacktop,No Traffic Control,Starting From Parked Position,No Defects,Passenger Car,2/14/2025,3925944,-122.2616052,47.5197867
2120668,381310,Vehicle,25,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",2/14/2025,3925944,-122.2616052,47.5197867
2120669,385619,Vehicle,25,Blacktop,No Traffic Control,Negotiatng a Curve,No Defects,Passenger Car,6/28/2025,EG05483,-122.304187,47.66783166
2120670,384485,Vehicle,,Concrete,No Traffic Control,Going Straight Ahead,No Defects,Passenger Car,7/14/2025,EG11836,-122.3286279,47.70772629
2120671,385619,Vehicle,,,,"Legally Parked, Unoccupied",,"Pickup, Panel Truck or Vannette Under 10,000 lbs",6/28/2025,EG05483,-122.304187,47.66783166
2120672,384485,Vehicle,,Concrete,No Traffic Control,Stopped for Traffic,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",7/14/2025,EG11836,-122.3286279,47.70772629
2120673,382878,Vehicle,35,Blacktop,Stop Sign,Going Straight Ahead,No Defects,Passenger Car,5/11/2025,3930724,-122.3284856,47.6079502
2120675,382878,Vehicle,,,,Going Straight Ahead,Motorcycle Lights Off,Passenger Car,5/11/2025,3930724,-122.3284856,47.6079502
2120677,382878,Vehicle,,,,Other,,Passenger Car,5/11/2025,3930724,-122.3284856,47.6079502
2120684,381769,Vehicle,25,Concrete,Signals,Making Left Turn,,Passenger Car,3/17/2025,3933369,-122.3341316,47.606575
2120686,383289,Vehicle,30,Concrete,No Traffic Control,Going Straight Ahead,,Passenger Car,5/17/2025,3931803,-122.3348071,47.54919627
2120687,382144,Vehicle,25,Concrete,No Traffic Control,Going Straight Ahead,No Defects,Passenger Car,3/3/2025,3929918,-122.3115922,47.59923027
2120688,383289,Vehicle,30,Concrete,No Traffic Control,Changing Lanes,,"Truck (Flatbed, Van, etc)",5/17/2025,3931803,-122.3348071,47.54919627
2120689,382144,Vehicle,25,Concrete,Stop Sign,Going Straight Ahead,,"Pickup, Panel Truck or Vannette Under 10,000 lbs",3/3/2025,3929918,-122.3115922,47.59923027
2120690,384399,Vehicle,25,Blacktop,Signals,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",7/6/2025,EG07818,-122.3107983,47.58297794
2120691,382137,Vehicle,25,Concrete,Signals,Making Left Turn,No Defects,Passenger Car,3/1/2025,3924411,-122.3383292,47.61439708
2120692,384399,Vehicle,25,Blacktop,Signals,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",7/6/2025,EG07818,-122.3107983,47.58297794
2120693,382137,Vehicle,25,Concrete,Signals,Going Straight Ahead,No Defects,Passenger Car,3/1/2025,3924411,-122.3383292,47.61439708
2120694,384155,Vehicle,25,Concrete,Other Traffic Control,Making Right Turn,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",6/18/2025,3931542,-122.3200996,47.60621626
2120695,384255,Vehicle,25,Blacktop,No Traffic Control,Other,No Defects,Passenger Car,7/11/2025,3924530,-122.3710208,47.6359602
2120696,384677,Vehicle,25,Blacktop,Other Traffic Control,Going Straight Ahead,No Defects,Passenger Car,7/29/2025,EG14377,-122.4055677,47.67223162
2120697,384255,Vehicle,25,Blacktop,No Traffic Control,"Legally Parked, Unoccupied",No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",7/11/2025,3924530,-122.3710208,47.6359602
2120698,385747,Vehicle,,Blacktop,No Traffic Control,Making Left Turn,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",9/4/2025,EG27223,-122.3723083,47.65400721
2120701,383364,Vehicle,25,Concrete,Signals,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",5/27/2025,3932602,-122.3762031,47.56504419
2120703,383364,Vehicle,25,Concrete,Signals,Stopped at Signal or Stop Sign,No Defects,Passenger Car,5/27/2025,3932602,-122.3762031,47.56504419
2120704,380144,Vehicle,25,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",12/31/2024,3930329,-122.3839435,47.66868326
2120706,381309,Vehicle,25,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",2/7/2025,3929896,-122.2835587,47.60637913
2120711,383941,Vehicle,25,Concrete,No Traffic Control,Other,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",6/14/2025,3931622,-122.3228238,47.61756421
2120712,380683,Vehicle,,Concrete,Signals,Making Right Turn,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",1/18/2025,3930718,-122.3207952,47.61408135
2120713,383941,Vehicle,25,Concrete,No Traffic Control,"Legally Parked, Unoccupied",No Defects,Passenger Car,6/14/2025,3931622,-122.3228238,47.61756421
2120715,384125,Vehicle,25,Concrete,Signals,Going Straight Ahead,No Defects,Passenger Car,7/4/2025,3931685,-122.3044012,47.55964329
2120716,382152,Vehicle,25,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,Passenger Car,2/22/2025,3926266,-122.3770862,47.58070254
2120717,384125,Vehicle,25,Concrete,Signals,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",7/4/2025,3931685,-122.3044012,47.55964329
2120718,381382,Vehicle,25,Blacktop,No Traffic Control,Ovetaking and Passing,,Passenger Car,3/5/2025,3931632,-122.2808634,47.5459933
2120720,381382,Vehicle,25,Blacktop,No Traffic Control,Making Left Turn,,"Pickup, Panel Truck or Vannette Under 10,000 lbs",3/5/2025,3931632,-122.2808634,47.5459933
2120723,379965,Vehicle,,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",1/10/2025,EF55182,-122.3544737,47.65721986
2120725,379965,Vehicle,,,,"Legally Parked, Unoccupied",,"Pickup, Panel Truck or Vannette Under 10,000 lbs",1/10/2025,EF55182,-122.3544737,47.65721986
2120727,379965,Vehicle,,,,"Legally Parked, Unoccupied",,"Pickup, Panel Truck or Vannette Under 10,000 lbs",1/10/2025,EF55182,-122.3544737,47.65721986
2120729,383675,Vehicle,,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",5/24/2025,EF94848,-122.2850715,47.57309208
2120732,383298,Vehicle,,Blacktop,No Traffic Control,Backing,,Passenger Car,5/21/2025,3931647,-122.2849227,47.56126412
2120733,382117,Vehicle,20,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",2/16/2025,3930668,-122.3698244,47.53737139
2120734,383298,Vehicle,,Blacktop,No Traffic Control,Going Straight Ahead,,Not Stated,5/21/2025,3931647,-122.2849227,47.56126412
2120735,382117,Vehicle,20,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,Passenger Car,2/16/2025,3930668,-122.3698244,47.53737139
2120737,380421,Vehicle,25,Blacktop,Signals,Going Straight Ahead,No Defects,Not Stated,1/17/2025,3916216,-122.3421962,47.54035865
2120739,380421,Vehicle,25,Blacktop,Signals,Stopped at Signal or Stop Sign,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",1/17/2025,3916216,-122.3421962,47.54035865
2120740,384137,Vehicle,25,Blacktop,Signals,Going Straight Ahead,No Defects,Passenger Car,6/28/2025,3937231,-122.3265526,47.61741111
2120742,384137,Vehicle,25,Blacktop,Signals,Stopped at Signal or Stop Sign,No Defects,Passenger Car,6/28/2025,3937231,-122.3265526,47.61741111
2120745,383476,Vehicle,30,Concrete,No Traffic Control,Making Left Turn,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",12/31/2024,EF51967,-122.3261762,47.68768772
2120747,380680,Vehicle,20,Concrete,Stop Sign,Making Left Turn,No Defects,Truck Tractor and Semi-Trailer,1/17/2025,3930545,-122.408943,47.572282
2120749,380680,Vehicle,20,Concrete,Stop Sign,"Legally Parked, Unoccupied",No Defects,Passenger Car,1/17/2025,3930545,-122.408943,47.572282
2120751,380680,Vehicle,20,Concrete,Stop Sign,"Legally Parked, Unoccupied",No Defects,Passenger Car,1/17/2025,3930545,-122.408943,47.572282
2120753,380862,Vehicle,,,,"Legally Parked, Occupied",,"Pickup, Panel Truck or Vannette Under 10,000 lbs",2/11/2025,EF65689,-122.3055564,47.59449907
2120756,380862,Vehicle,,Concrete,No Traffic Control,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",2/11/2025,EF65689,-122.3055564,47.59449907
2120757,384940,Vehicle,,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,Passenger Car,8/6/2025,3937380,-122.2700039,47.53211099
2120758,383276,Vehicle,,Blacktop,Stop Sign,Making Right Turn,No Defects,Passenger Car,5/18/2025,EF92443,-122.2734338,47.52612927
2120759,384940,Vehicle,,Blacktop,No Traffic Control,Making Right Turn,No Defects,Passenger Car,8/6/2025,3937380,-122.2700039,47.53211099
2120760,383276,Vehicle,,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,Passenger Car,5/18/2025,EF92443,-122.2734338,47.52612927
2120762,381947,Vehicle,25,Blacktop,,Going Straight Ahead,No Defects,Passenger Car,3/12/2025,3924299,-122.353768,47.6186012
2120764,381947,Vehicle,25,Blacktop,,"Illegally Parked, Occupied",No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",3/12/2025,3924299,-122.353768,47.6186012
2120765,385607,Vehicle,25,Concrete,No Traffic Control,Ovetaking and Passing,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",7/4/2025,3931251,-122.4061731,47.58086716
2120767,385607,Vehicle,25,Concrete,No Traffic Control,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",7/4/2025,3931251,-122.4061731,47.58086716
2120769,384969,Vehicle,,Blacktop,No Traffic Control,Backing,No Defects,Not Stated,2/28/2025,3929914,-122.3300141,47.61130052
2120771,384969,Vehicle,,Blacktop,No Traffic Control,"Legally Parked, Unoccupied",No Defects,Not Stated,2/28/2025,3929914,-122.3300141,47.61130052
2120773,384969,Vehicle,,,,"Legally Parked, Unoccupied",,Passenger Car,2/28/2025,3929914,-122.3300141,47.61130052
2120774,384500,Vehicle,,Blacktop,Signals,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",7/20/2025,EG11449,-122.331813,47.60655842
2120775,384969,Vehicle,,,,"Legally Parked, Unoccupied",,Passenger Car,2/28/2025,3929914,-122.3300141,47.61130052
2120776,384500,Vehicle,,Blacktop,Signals,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",7/20/2025,EG11449,-122.331813,47.60655842
2120777,384458,Vehicle,35,Blacktop,No Traffic Control,Making Left Turn,No Defects,Passenger Car,7/19/2025,EG12029,-122.3057517,47.69623565
2120778,384458,Vehicle,35,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,Passenger Car,7/19/2025,EG12029,-122.3057517,47.69623565
2120780,383965,Vehicle,25,Blacktop,Signals,Going Straight Ahead,No Defects,Passenger Car,6/14/2025,3926298,,
2120781,383965,Vehicle,25,Blacktop,Signals,Going Straight Ahead,No Defects,Passenger Car,6/14/2025,3926298,,
2120782,383280,Vehicle,35,Concrete,No Traffic Control,Going Straight Ahead,No Defects,Passenger Car,5/5/2025,3924418,-122.313467,47.59582128
2120784,383280,Vehicle,35,Concrete,No Traffic Control,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",5/5/2025,3924418,-122.313467,47.59582128
2120786,381732,Vehicle,,Unknown,Signals,Going Straight Ahead,No Defects,Not Stated,3/15/2025,EF74989,-122.3458779,47.61299649
2120788,381732,Vehicle,,Unknown,Signals,Stopped at Signal or Stop Sign,No Defects,Passenger Car,3/15/2025,EF74989,-122.3458779,47.61299649
2120790,381581,Vehicle,,Concrete,Other Traffic Control,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",3/15/2025,EF74696,-122.3721869,47.66866933
2120792,384639,Vehicle,25,Blacktop,Signals,Going Straight Ahead,No Defects,Passenger Car,6/7/2025,EF99342,-122.347902,47.61536668
2120793,381581,Vehicle,,Concrete,Other Traffic Control,Stopped at Signal or Stop Sign,No Defects,Passenger Car,3/15/2025,EF74696,-122.3721869,47.66866933
2120794,384639,Vehicle,25,Blacktop,Signals,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",6/7/2025,EF99342,-122.347902,47.61536668
2120795,381375,Vehicle,,Concrete,No Traffic Control,Changing Lanes,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",3/4/2025,3908412,-122.3342151,47.58086021
2120796,381375,Vehicle,,Concrete,,Going Straight Ahead,No Defects,Passenger Car,3/4/2025,3908412,-122.3342151,47.58086021
2120797,383957,Vehicle,,Blacktop,Other Traffic Control,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",6/14/2025,3932100,-122.2700024,47.52953689
2120798,384010,Vehicle,25,Blacktop,Other Traffic Control,Changing Lanes,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",5/31/2025,EF96672,-122.3059035,47.58849649
2120799,383957,Vehicle,,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,Passenger Car,6/14/2025,3932100,-122.2700024,47.52953689
2120800,384010,Vehicle,25,Blacktop,Other Traffic Control,Going Straight Ahead,No Defects,Passenger Car,5/31/2025,EF96672,-122.3059035,47.58849649
2120803,381764,Vehicle,25,Concrete,No Traffic Control,Negotiatng a Curve,No Defects,Passenger Car,3/17/2025,3926278,-122.3511298,47.53413571
2120806,381764,Vehicle,25,Concrete,No Traffic Control,Going Straight Ahead,No Defects,Passenger Car,3/17/2025,3926278,-122.3511298,47.53413571
2120807,383707,Vehicle,30,Blacktop,No Traffic Control,Making U-Turn,,Passenger Car,6/5/2025,3908414,-122.3342162,47.57877638
2120809,383707,Vehicle,30,Blacktop,No Traffic Control,Going Straight Ahead,,"Pickup, Panel Truck or Vannette Under 10,000 lbs",6/5/2025,3908414,-122.3342162,47.57877638
2120815,382521,Vehicle,,Concrete,No Traffic Control,Going Straight Ahead,No Defects,Passenger Car,5/1/2025,3881710,-122.3591292,47.52649614
2120816,380103,Vehicle,25,Concrete,No Traffic Control,Making Left Turn,No Defects,Passenger Car,1/2/2025,3930938,-122.3216982,47.54675204
2120817,382521,Vehicle,,Concrete,No Traffic Control,Going Straight Ahead,No Defects,Passenger Car,5/1/2025,3881710,-122.3591292,47.52649614
2120818,380103,Vehicle,25,Concrete,No Traffic Control,Going Straight Ahead,No Defects,Passenger Car,1/2/2025,3930938,-122.3216982,47.54675204
2120819,384118,Vehicle,,Blacktop,No Traffic Control,Making U-Turn,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",5/28/2025,3930032,-122.2971472,47.73272446
2120821,384118,Vehicle,,Blacktop,No Traffic Control,Other,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",5/28/2025,3930032,-122.2971472,47.73272446
2120829,380861,Vehicle,25,Blacktop,Signals,Ovetaking and Passing,No Defects,Passenger Car,2/12/2025,EF65633,-122.3172428,47.59834327
2120831,380861,Vehicle,25,Blacktop,Signals,Going Straight Ahead,No Defects,"Truck (Flatbed, Van, etc)",2/12/2025,EF65633,-122.3172428,47.59834327
2120832,384627,Vehicle,,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",7/24/2025,EG14184,-122.3126387,47.63413816
2120835,385629,Vehicle,25,Concrete,Signals,Changing Lanes,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",7/15/2025,EG10508,-122.3357927,47.60121673
2120836,381763,Vehicle,,Unknown,No Traffic Control,Changing Lanes,No Defects,School Bus,1/31/2025,EF61288,-122.3394762,47.57152254
2120837,385629,Vehicle,25,Concrete,Signals,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",7/15/2025,EG10508,-122.3357927,47.60121673
2120838,381763,Vehicle,,Unknown,No Traffic Control,Going Straight Ahead,No Defects,Passenger Car,1/31/2025,EF61288,-122.3394762,47.57152254
2120839,385241,Vehicle,,Blacktop,Stop Sign,Making Left Turn,No Defects,Passenger Car,5/15/2025,EF95697,-122.3876002,47.67456574
2120840,383651,Vehicle,25,Concrete,No Traffic Control,Going Straight Ahead,Other Defects,Motorcycle,5/2/2025,3926140,-122.3842672,47.59462347
2120841,385241,Vehicle,,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,Motorcycle,5/15/2025,EF95697,-122.3876002,47.67456574
2120842,385452,Vehicle,,Blacktop,Stop Sign,Going Straight Ahead,No Defects,"Truck (Flatbed, Van, etc)",6/22/2025,EG03141,,
2120844,385452,Vehicle,,Blacktop,Stop Sign,Going Straight Ahead,No Defects,Passenger Car,6/22/2025,EG03141,,
2120845,385357,Vehicle,,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,Passenger Car,7/3/2025,EG07006,-122.314165,47.56350793
2120846,384006,Vehicle,,Concrete,Signals,Making Left Turn,No Defects,Not Stated,5/24/2025,EF95976,-122.3224595,47.59919181
2120847,385357,Vehicle,,,,"Legally Parked, Unoccupied",,Passenger Car,7/3/2025,EG07006,-122.314165,47.56350793
2120848,381963,Vehicle,,,,"Legally Parked, Unoccupied",,"Pickup, Panel Truck or Vannette Under 10,000 lbs",3/6/2025,EF73369,-122.3319805,47.60254235
2120849,385357,Vehicle,,,,"Legally Parked, Unoccupied",,Passenger Car,7/3/2025,EG07006,-122.314165,47.56350793
2120851,381963,Vehicle,,Blacktop,No Traffic Control,Backing,No Defects,Passenger Car,3/6/2025,EF73369,-122.3319805,47.60254235
2120853,380883,Vehicle,25,Concrete,Signals,Making Left Turn,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",2/22/2025,EF68556,-122.3082677,47.57192976
